"s_no","Company","TypeName","Inches","resolution_width","resolution_height","resolution_category","PPI","is_touch_screen","cpu_brand","cpu_name","cpu_speed","cpu_series","cpu_tier","Ram(Gb)","memory_type","primary_storage","secondary_storage","gpu_brand","gpu_name","OpSys","Weight(kg)","Price","price_segment"
131,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M430","windows",2.2,23923.0,"budget"
132,"Acer","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.6,47100.0,"mid_range"
133,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 7130U ",2.7,"Core i3","Standard",4,"SSD",256,0,"Nvidia"," GeForce MX130","windows",7.2,30476.0,"budget"
134,"HP","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.05,31861.0,"budget"
135,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.63,52641.0,"upper_mid_range"
136,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",1024,0,"Intel"," HD Graphics 500","no OS",1.9,13446.0,"budget"
137,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",3.0,49977.0,"mid_range"
138,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"HDD",1024,0,"Nvidia"," GeForce 920MX","no OS",2.2,26587.0,"budget"
139,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.32,37243.0,"mid_range"
140,"Acer","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i3 7130U ",2.7,"Core i3","Standard",4,"HDD",1024,0,"Nvidia"," GeForce MX130","windows",3.0,34898.0,"mid_range"
141,"Lenovo","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon RX 550","windows",1.75,59462.0,"upper_mid_range"
142,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050M","no OS",2.4,46300.0,"mid_range"
143,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.1,32075.0,"mid_range"
144,"HP","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A6-Series 9220 ",2.5,"A6","Standard",4,"SSD",256,0,"AMD"," Radeon R4 Graphics","windows",1.86,19660.0,"budget"
145,"Asus","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.25,58555.0,"upper_mid_range"
146,"HP","Ultrabook",12.5,3840,2160,"4K",352,1,"Intel"," Core M 6Y75 ",1.2,"Other","Uncategorized",8,"SSD",512,0,"Intel"," HD Graphics 515","windows",0.97,107306.0,"premium"
147,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",1024,0,"Intel"," HD Graphics 500","windows",2.0,18328.0,"budget"
149,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","windows",2.1,23816.0,"budget"
150,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","windows",2.56,66561.0,"upper_mid_range"
151,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",1024,0,"Nvidia"," GeForce GTX 1050","windows",2.62,47899.0,"mid_range"
152,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 620","windows",1.9,26533.0,"budget"
153,"MSI","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.8,100699.0,"premium"
154,"HP","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7500U ",2.7,"Core i5","Performance",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.48,57649.0,"upper_mid_range"
155,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",6,"SSD",256,0,"AMD"," Radeon 520","windows",1.91,32980.0,"mid_range"
156,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.74,33513.0,"mid_range"
157,"Asus","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.1,70063.0,"upper_mid_range"
158,"Dell","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.56,55891.0,"upper_mid_range"
159,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.2,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","windows",2.1,23816.0,"budget"
160,"Asus","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A9-Series 9420 ",3.0,"A9","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M420","windows",2.03,21472.0,"budget"
161,"Acer","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"SSD",256,0,"Nvidia"," GeForce MX150","windows",3.0,42890.0,"mid_range"
162,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon 520","windows",2.13,38788.0,"mid_range"
163,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce GTX 1050 Ti","windows",2.5,57489.0,"upper_mid_range"
164,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"HDD",1024,0,"Intel"," HD Graphics 500","windows",2.1,18541.0,"budget"
165,"MSI","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",2.4,95851.0,"premium"
166,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Pentium Quad Core N4200 ",1.1,"Pentium","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 505","windows",2.1,19368.0,"budget"
167,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 1050","windows",2.56,56503.0,"upper_mid_range"
168,"Acer","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce MX150","windows",3.0,45501.0,"mid_range"
169,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"HDD",500,0,"Intel"," UHD Graphics 620","windows",1.49,40173.0,"mid_range"
170,"Huawei","Ultrabook",13.0,2160,1440,"2K",200,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.05,71875.0,"upper_mid_range"
171,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",6,"HDD",2048,0,"AMD"," Radeon 520","windows",2.71,37243.0,"mid_range"
172,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A6-Series 9220 ",2.9,"A6","Standard",4,"HDD",500,0,"AMD"," Radeon R4 Graphics","no OS",2.2,16464.0,"budget"
173,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 620","windows",5.4,26054.0,"budget"
174,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",2.5,49177.0,"mid_range"
175,"Dell","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,24456.0,"budget"
176,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.1,23923.0,"budget"
177,"MSI","Gaming",18.4,1920,1080,"Full HD",120,0,"Intel"," Core i7 6920HQ ",2.9,"Core i7","Elite",32,"Hybrid",512,1024,"Nvidia"," GTX 980 SLI","windows",4.4,149131.0,"premium"
178,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"Hybrid",128,1024,"AMD"," R17M-M1-70","windows",1.9,43317.0,"mid_range"
179,"HP","2 in 1 Convertible",13.3,3840,2160,"4K",331,1,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.29,79867.0,"upper_mid_range"
180,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"Hybrid",256,2048,"AMD"," Radeon 530","linux",2.02,55891.0,"upper_mid_range"
181,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.23,74539.0,"upper_mid_range"
182,"Lenovo","2 in 1 Convertible",13.9,3840,2160,"4K",317,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.4,98515.0,"premium"
183,"Toshiba","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",128,0,"Intel"," HD Graphics 620","windows",2.0,42251.0,"mid_range"
184,"Xiaomi","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce MX150","no OS",1.95,63883.0,"upper_mid_range"
185,"Dell","Notebook",17.3,1920,1080,"Full HD",127,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce 150MX","windows",2.77,82531.0,"premium"
186,"Dell","Notebook",15.6,3840,2160,"4K",282,1,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1050","windows",2.06,127712.0,"premium"
187,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","no OS",2.4,41505.0,"mid_range"
188,"Acer","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7Y54 ",1.2,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 615","windows",1.12,52694.0,"upper_mid_range"
189,"Dell","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"Hybrid",128,1024,"AMD"," Radeon 530","windows",2.8,57809.0,"upper_mid_range"
191,"Vero","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Celeron Dual Core N3350 ",1.1,"Celeron","Essential",4,"Flash storage",32,0,"Intel"," HD Graphics 500","windows",1.3,13853.0,"budget"
192,"Xiaomi","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce MX150","no OS",1.3,53275.0,"upper_mid_range"
193,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce MX150","no OS",2.8,37189.0,"mid_range"
194,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"HDD",1024,0,"Intel"," UHD Graphics 620","windows",1.62,44702.0,"mid_range"
195,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce 930MX","windows",2.5,48698.0,"mid_range"
196,"Razer","Gaming",17.3,3840,2160,"4K",255,1,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",32,"SSD",1024,0,"Nvidia"," GeForce GTX 1080","windows",3.49,324955.0,"ultra_premium"
197,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.49,51096.0,"mid_range"
198,"HP","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1050","windows",3.35,73473.0,"upper_mid_range"
199,"HP","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 930MX ","windows",2.5,55678.0,"upper_mid_range"
200,"Dell","Gaming",15.6,3840,2160,"4K",282,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1060","windows",2.65,98302.0,"premium"
201,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",4,"SSD",128,0,"Intel"," HD Graphics 520","windows",2.1,26267.0,"budget"
202,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce 940MX","windows",2.23,39534.0,"mid_range"
203,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1060","windows",3.2,93187.0,"premium"
204,"Dell","Workstation",15.6,3840,2160,"4K",282,0,"Intel"," Xeon E3-1505M V6 ",3.0,"Xeon","Elite",16,"Hybrid",256,1024,"Nvidia"," Quadro M1200","windows",2.8,162770.0,"ultra_premium"
205,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"SSD",512,0,"Nvidia"," GeForce GTX 1060","no OS",2.4,74485.0,"upper_mid_range"
206,"Dell","Notebook",15.6,1366,768,"HD",100,1,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",6,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.3,23390.0,"budget"
207,"Dell","Ultrabook",13.3,3840,2160,"4K",331,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.21,103843.0,"premium"
208,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.22,77203.0,"upper_mid_range"
210,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",8,"HDD",1024,0,"Nvidia"," GeForce GTX 1050","linux",2.4,41505.0,"mid_range"
211,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1050","windows",2.9,74965.0,"upper_mid_range"
212,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",500,0,"Intel"," HD Graphics 520","no OS",2.1,18595.0,"budget"
213,"Lenovo","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","no OS",2.2,29251.0,"budget"
214,"Huawei","Ultrabook",13.0,2160,1440,"2K",200,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",512,0,"Intel"," HD Graphics 620","windows",1.05,79867.0,"upper_mid_range"
215,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"AMD"," Radeon 530","windows",1.4,49651.0,"mid_range"
216,"Lenovo","Notebook",17.3,1600,900,"HD",106,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Nvidia"," GeForce GTX 940MX","no OS",2.8,31382.0,"budget"
217,"HP","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 930MX","windows",1.63,54932.0,"upper_mid_range"
218,"Dell","Ultrabook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.6,61219.0,"upper_mid_range"
219,"Dell","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",16,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.62,68145.0,"upper_mid_range"
220,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"AMD"," Radeon 520","linux",2.2,36089.0,"mid_range"
221,"Lenovo","2 in 1 Convertible",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.74,47899.0,"mid_range"
222,"Toshiba","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i7 6500U ",2.5,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.2,72621.0,"upper_mid_range"
223,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"HDD",1024,0,"Intel"," UHD Graphics 620","windows",2.1,42304.0,"mid_range"
224,"Dell","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",4.42,130874.0,"premium"
225,"Acer","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Nvidia"," GeForce 940MX","windows",2.2,44329.0,"mid_range"
226,"Dell","Notebook",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"HDD",1024,0,"AMD"," Radeon R7 M445","windows",2.3,45768.0,"mid_range"
227,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce 920MX ","windows",2.0,40972.0,"mid_range"
228,"Asus","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"Hybrid",256,500,"Nvidia"," GeForce GTX 950M","windows",2.69,47472.0,"mid_range"
229,"HP","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"HDD",1024,0,"AMD"," FirePro W4190M ","windows",1.9,67612.0,"upper_mid_range"
230,"Asus","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 7100U ",2.4,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.37,21258.0,"budget"
231,"HP","Notebook",15.6,1366,768,"HD",100,0,"AMD"," E-Series 9000e ",1.5,"E-Series","Essential",4,"HDD",500,0,"AMD"," Radeon R2","windows",2.1,17582.0,"budget"
232,"Lenovo","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 1060","windows",3.2,79867.0,"upper_mid_range"
233,"Dell","Notebook",14.0,1920,1080,"Full HD",157,0,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.6,45768.0,"mid_range"
234,"Acer","2 in 1 Convertible",13.3,1920,1080,"Full HD",166,1,"Intel"," Core i5 6200U ",2.3,"Core i5","Performance",8,"SSD",256,0,"Intel"," HD Graphics 520","windows",1.6,36710.0,"mid_range"
235,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",16,"SSD",256,0,"AMD"," Radeon R7 M445","linux",2.36,47899.0,"mid_range"
236,"Acer","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",4,"HDD",1024,0,"Intel"," HD Graphics 520","linux",2.1,20779.0,"budget"
237,"Asus","Notebook",15.6,1920,1080,"Full HD",141,0,"AMD"," A10-Series A10-9620P ",2.5,"A10","Standard",4,"Hybrid",128,1024,"AMD"," Radeon R5 M430","windows",2.2,30636.0,"budget"
238,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",32,"Hybrid",512,1024,"Nvidia"," GeForce GTX 1080","windows",4.7,207259.0,"ultra_premium"
239,"Acer","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.5,45075.0,"mid_range"
240,"Lenovo","Notebook",15.6,1366,768,"HD",100,0,"Intel"," Core i3 6006U ",2.0,"Core i3","Standard",8,"SSD",128,0,"Intel"," HD Graphics 520","windows",7.2,31382.0,"budget"
241,"Asus","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce 150MX","windows",2.1,61006.0,"upper_mid_range"
242,"Asus","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"Hybrid",128,1024,"Nvidia"," GeForce GTX 950M","no OS",2.69,47366.0,"mid_range"
243,"Dell","Gaming",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i5 7300HQ ",2.5,"Core i5","Performance",8,"SSD",256,0,"Nvidia"," GeForce GTX 1050","windows",2.56,46833.0,"mid_range"
244,"Lenovo","2 in 1 Convertible",13.9,1920,1080,"Full HD",158,1,"Intel"," Core i7 7500U ",2.7,"Core i7","Elite",8,"SSD",256,0,"Intel"," HD Graphics 620","windows",1.38,57489.0,"upper_mid_range"
245,"Dell","Notebook",15.6,1920,1080,"Full HD",141,0,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"Hybrid",128,2048,"AMD"," Radeon 530","windows",2.2,52481.0,"upper_mid_range"
246,"HP","Notebook",15.6,1366,768,"HD",100,1,"Intel"," Core i5 7200U ",2.5,"Core i5","Performance",8,"HDD",1024,0,"Intel"," HD Graphics 620","windows",2.04,29784.0,"budget"
247,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7820HK ",2.9,"Core i7","Elite",16,"SSD",256,0,"Nvidia"," GeForce GTX 1080","windows",3.6,159787.0,"ultra_premium"
248,"HP","Notebook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",4,"HDD",500,0,"Intel"," UHD Graphics 620","windows",1.49,35964.0,"mid_range"
249,"Apple","Ultrabook",13.3,2560,1600,"3K",227,0,"Intel"," Core i5 ",3.1,"Core i5","Performance",8,"SSD",512,0,"Intel"," Iris Plus Graphics 650","macos",1.37,108691.0,"premium"
250,"Dell","2 in 1 Convertible",15.6,1920,1080,"Full HD",141,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"HDD",1024,0,"Intel"," UHD Graphics 620","windows",2.08,43636.0,"mid_range"
251,"Asus","Gaming",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i7 7700HQ ",2.8,"Core i7","Elite",16,"Hybrid",256,1024,"Nvidia"," GeForce GTX 980M","windows",4.3,95851.0,"premium"
252,"Asus","Notebook",15.6,1366,768,"HD",100,0,"AMD"," A9-Series 9420 ",3.0,"A9","Standard",4,"HDD",1024,0,"AMD"," Radeon R5 M420","windows",1.68,24988.0,"budget"
253,"Lenovo","2 in 1 Convertible",13.9,1920,1080,"Full HD",158,1,"Intel"," Core i7 8550U ",1.8,"Core i7","Elite",8,"SSD",512,0,"Intel"," UHD Graphics 620","windows",1.37,98515.0,"premium"
254,"Acer","Notebook",17.3,1920,1080,"Full HD",127,0,"Intel"," Core i3 7130U ",2.7,"Core i3","Standard",4,"SSD",256,0,"Nvidia"," GeForce MX130","windows",3.0,37403.0,"mid_range"
255,"Dell","Ultrabook",13.3,1920,1080,"Full HD",166,0,"Intel"," Core i5 8250U ",1.6,"Core i5","Performance",8,"SSD",256,0,"Intel"," UHD Graphics 620","windows",1.41,50563.0,"mid_range"
